
;======================================================== ~~  ~~ =========================================================;
;================================================ ~~ SID&STAR-Section ~~ =================================================;
[SIDSSTARS]
STAR:EFKE:18:BEXUL4K:BEXUL XULBI LEGVU ;  Combiner=EFKE1/5 | ID=18_BEXU4K
SID:ESSA:08:080·120·BABAP:SA08 HD080 HD120 BABAP ; Combiner=ESSA4/23 | ID=08_080-120_BABAP
SID:ESSA:08:040·330·KOGAV:SA08 HD041 HD331 KOGAV ; Combiner=ESSA4/23 | ID=08_040-330_KOGAV
SID:ESSA:08:160·270·KOGAV:SA08 HD161 HD272 KOGAV ; Combiner=ESSA4/23 | ID=08_160-270_KOGAV
SID:ESSA:08:040·250·NOSLI:SA08 HD041 HD250 NOSLI ; Combiner=ESSA4/23 | ID=08_040-250_NOSLI
SID:ESSA:08:160·250·NOSLI:SA08 HD161 HD251 NOSLI ; Combiner=ESSA4/23 | ID=08_160-250_NOSLI
SID:ESSA:08:040·250·PETEV:SA08 HD041 HD250 PETEV ; Combiner=ESSA4/23 | ID=08_040-250_PETEV
SID:ESSA:08:160·250·PETEV:SA08 HD161 HD251 PETEV ; Combiner=ESSA4/23 | ID=08_160-250_PETEV
SID:ESSA:08:040·330·RESNA:SA08 HD041 HD331 RESNA ; Combiner=ESSA4/23 | ID=08_040-330_RESNA
SID:ESSA:08:160·270·RESNA:SA08 HD161 HD272 RESNA ; Combiner=ESSA4/23 | ID=08_160-270_RESNA
SID:ESSA:08:080·120·TOVRI:SA08 HD080 HD120 TOVRI ; Combiner=ESSA4/23 | ID=08_080-120_TOVRI
SID:ESSA:08:040·250·TRS:SA08 HD041 HD250 TRS ; Combiner=ESSA4/23 | ID=08_040-250_TRS
SID:ESSA:08:160·250·TRS:SA08 HD161 HD251 TRS ; Combiner=ESSA4/23 | ID=08_160-250_TRS
SID:ESSA:19L:160·270·ARS:SA19L HD162 HD270 ARS ; Combiner=ESSA5/23 | ID=19L_160-270_ARS
SID:ESSA:19L:190·240·ARS:SA19L HD190 HD240 ARS ; Combiner=ESSA5/23 | ID=19L_190-240_ARS
SID:ESSA:19L:270·270·ARS:SA19L HD270 ARS ; Combiner=ESSA5/23 | ID=19L_270-270_ARS
SID:ESSA:19L:120·120·BABAP:SA19L HD121 BABAP ; Combiner=ESSA5/23 | ID=19L_120-120_BABAP
SID:ESSA:19L:090·010·KOGAV:SA19L HD090 HD010 HD333 KOGAV ; Combiner=ESSA5/23 | ID=19L_090-010_KOGAV
SID:ESSA:19L:160·290·KOGAV:SA19L HD162 HD290 KOGAV ; Combiner=ESSA5/23 | ID=19L_160-290_KOGAV
SID:ESSA:19L:290·290·KOGAV:SA19L HD290 KOGAV ; Combiner=ESSA5/23 | ID=19L_290-290_KOGAV
SID:ESSA:19L:160·160·NOSLI:SA19L HD160 HD220 NOSLI ; Combiner=ESSA5/23 | ID=19L_160-160_NOSLI
SID:ESSA:19L:160·270·NOSLI:SA19L HD162 HD270 NOSLI ; Combiner=ESSA5/23 | ID=19L_160-270_NOSLI
SID:ESSA:19L:270·270·NOSLI:SA19L HD270 NOSLI ; Combiner=ESSA5/23 | ID=19L_270-270_NOSLI
SID:ESSA:19L:160·270·PETEV:SA19L HD162 HD270 PETEV ; Combiner=ESSA5/23 | ID=19L_160-270_PETEV
SID:ESSA:19L:190·240·PETEV:SA19L HD190 HD240 PETEV ; Combiner=ESSA5/23 | ID=19L_190-240_PETEV
SID:ESSA:19L:270·270·PETEV:SA19L HD270 PETEV ; Combiner=ESSA5/23 | ID=19L_270-270_PETEV
SID:ESSA:19L:090·010·RESNA:SA19L HD090 HD010 HD333 RESNA ; Combiner=ESSA5/23 | ID=19L_090-010_RESNA
SID:ESSA:19L:160·290·RESNA:SA19L HD162 HD290 RESNA ; Combiner=ESSA5/23 | ID=19L_160-290_RESNA
SID:ESSA:19L:290·290·RESNA:SA19L HD290 RESNA ; Combiner=ESSA5/23 | ID=19L_290-290_RESNA
SID:ESSA:19L:120·120·TOVRI:SA19L HD121 TOVRI ; Combiner=ESSA5/23 | ID=19L_120-120_TOVRI
SID:ESSA:19L:160·160·TRS:SA19L HD160 HD220 TRS ; Combiner=ESSA5/23 | ID=19L_160-160_TRS
SID:ESSA:19L:160·270·TRS:SA19L HD162 HD270 TRS ; Combiner=ESSA5/23 | ID=19L_160-270_TRS
SID:ESSA:19L:270·270·TRS:SA19L HD270 TRS ; Combiner=ESSA5/23 | ID=19L_270-270_TRS
SID:ESSA:19R:190·120·BABAP:SA19R HD191 HD121 BABAP ; Combiner=ESSA6/23 | ID=19R_190-120_BABAP
SID:ESSA:19R:190·120·TOVRI:SA19R HD191 HD121 TOVRI ; Combiner=ESSA6/23 | ID=19R_190-120_TOVRI
SID:ESSA:19R:190·120·NOSLI:SA19R HD191 HD122 HD220 NOSLI ; Combiner=ESSA6/23 | ID=19R_190-120_NOSLI
SID:ESSA:19R:190·120·TRS:SA19R HD191 HD122 HD220 TRS ; Combiner=ESSA6/23 | ID=19R_190-120_TRS
SID:ESSA:26:300·300·ARS:SA26 HD300 ARS ; Combiner=ESSA3/23 | ID=26_300-300_ARS
SID:ESSA:26:260·230·BABAP:SA26 HD260 HD231 HD232 HD150 BABAP ; Combiner=ESSA3/23 | ID=26_260-230_BABAP
SID:ESSA:26:300·300·KOGAV:SA26 HD300 KOGAV ; Combiner=ESSA3/23 | ID=26_300-300_KOGAV
SID:ESSA:26:260·230·NOSLI:SA26 HD260 HD231 HD232 NOSLI ; Combiner=ESSA3/23 | ID=26_260-230_NOSLI
SID:ESSA:26:260·230·PETEV:SA26 HD260 HD231 HD232 PETEV ; Combiner=ESSA3/23 | ID=26_260-230_PETEV
SID:ESSA:26:300·300·RESNA:SA26 HD300 RESNA ; Combiner=ESSA3/23 | ID=26_300-300_RESNA
SID:ESSA:26:330·040·TOVRI:SA26 HD332 HD040 TOVRI ; Combiner=ESSA3/23 | ID=26_330-040_TOVRI
SID:ESSA:26:260·230·TRS:SA26 HD260 HD231 HD232 TRS ; Combiner=ESSA3/23 | ID=26_260-230_TRS
SID:ESSA:01L:VFR·SKEDN:ESSA SKEDN ; Combiner=ESSA7/13 | ID=01L_VFR_SKEDN
SID:ESSA:01L:VFR·VADA:ESSA VADA ; Combiner=ESSA7/13 | ID=01L_VFR_VADA
SID:ESSA:01L:VFR·VASNA:ESSA VASNA ; Combiner=ESSA7/13 | ID=01L_VFR_VASNA
SID:ESSA:01L:VFR·VATNA:ESSA VATNA ; Combiner=ESSA7/13 | ID=01L_VFR_VATNA
SID:ESSA:01R:VFR·SKEDN:ESSA SKEDN ; Combiner=ESSA7/13 | ID=01R_VFR_SKEDN
SID:ESSA:01R:VFR·VADA:ESSA VADA ; Combiner=ESSA7/13 | ID=01R_VFR_VADA
SID:ESSA:01R:VFR·VASNA:ESSA VASNA ; Combiner=ESSA7/13 | ID=01R_VFR_VASNA
SID:ESSA:01R:VFR·VATNA:ESSA VATNA ; Combiner=ESSA7/13 | ID=01R_VFR_VATNA
SID:ESSA:08:VFR·SKEDN:ESSA SKEDN ; Combiner=ESSA7/13 | ID=08_VFR_SKEDN
SID:ESSA:08:VFR·VADA:ESSA VADA ; Combiner=ESSA7/13 | ID=08_VFR_VADA
SID:ESSA:08:VFR·VASNA:ESSA VASNA ; Combiner=ESSA7/13 | ID=08_VFR_VASNA
SID:ESSA:08:VFR·VATNA:ESSA VATNA ; Combiner=ESSA7/13 | ID=08_VFR_VATNA
SID:ESSA:19L:VFR·SKEDN:ESSA SKEDN ; Combiner=ESSA7/13 | ID=19L_VFR_SKEDN
SID:ESSA:19L:VFR·VADA:ESSA VADA ; Combiner=ESSA7/13 | ID=19L_VFR_VADA
SID:ESSA:19L:VFR·VASNA:ESSA VASNA ; Combiner=ESSA7/13 | ID=19L_VFR_VASNA
SID:ESSA:19L:VFR·VATNA:ESSA VATNA ; Combiner=ESSA7/13 | ID=19L_VFR_VATNA
SID:ESSA:19R:VFR·SKEDN:ESSA SKEDN ; Combiner=ESSA7/13 | ID=19R_VFR_SKEDN
SID:ESSA:19R:VFR·VADA:ESSA VADA ; Combiner=ESSA7/13 | ID=19R_VFR_VADA
SID:ESSA:19R:VFR·VASNA:ESSA VASNA ; Combiner=ESSA7/13 | ID=19R_VFR_VASNA
SID:ESSA:19R:VFR·VATNA:ESSA VATNA ; Combiner=ESSA7/13 | ID=19R_VFR_VATNA
SID:ESSA:26:VFR·SKEDN:ESSA SKEDN ; Combiner=ESSA7/13 | ID=26_VFR_SKEDN
SID:ESSA:26:VFR·VADA:ESSA VADA ; Combiner=ESSA7/13 | ID=26_VFR_VADA
SID:ESSA:26:VFR·VASNA:ESSA VASNA ; Combiner=ESSA7/13 | ID=26_VFR_VASNA
SID:ESSA:26:VFR·VATNA:ESSA VATNA ; Combiner=ESSA7/13 | ID=26_VFR_VATNA
SID:ESSB:12:ARS4W:SB559 SB710 SB705 ARS ; Combiner=ESSB1/5 | ID=12_ARS4W
SID:ESSB:12:NOSLI4W:SB559 SB710 SB711 NOSLI ; Combiner=ESSB1/5 | ID=12_NOSL4W
SID:ESSB:12:PETEV1W:SB559 SB710 SB705 PETEV ; Combiner=ESSB1/5 | ID=12_PETE1W
SID:ESSB:12:RESNA5W:SB559 SB451 TOVRI RESNA ; Combiner=ESSB1/5 | ID=12_RESN5W
SID:ESSB:12:TINKA4W:SB559 SB710 SB705 PETEV TINKA ; Combiner=ESSB1/5 | ID=12_TINK4W
SID:ESSB:12:TOVRI5W:SB559 SB451 TOVRI ; Combiner=ESSB1/5 | ID=12_TOVR5W
SID:ESSB:12:TRS4W:SB559 SB710 TRS ; Combiner=ESSB1/5 | ID=12_TRS4W
SID:ESSB:30:ARS4Z:SB850 SB854 ARS ; Combiner=ESSB1/5 | ID=30_ARS4Z
SID:ESSB:30:NOSLI4Z:SB850 SOVAX NOSLI ; Combiner=ESSB1/5 | ID=30_NOSL4Z
SID:ESSB:30:PETEV1Z:SB850 PET16 PETEV ; Combiner=ESSB1/5 | ID=30_PETE1Z
SID:ESSB:30:RESNA4Z:SB850 SB854 RESNA ; Combiner=ESSB1/5 | ID=30_RESN4Z
SID:ESSB:30:TINKA4Z:SB850 SB853 TIN19 TINKA ; Combiner=ESSB1/5 | ID=30_TINK4Z
SID:ESSB:30:TRS4Z:SB850 SOVAX SB708 TRS ; Combiner=ESSB1/5 | ID=30_TRS4Z
SID:ESSB:12:SB559·ALOLA:SB559 ALOLA ; Combiner=ESSB2/23 | ID=12_SB559_ALOLA
SID:ESSB:30:SB850·300AL:SB850 HD303 ALOLA ; Combiner=ESSB2/23 | ID=30_SB850_300AL
SID:ESSB:30:SB850·300TO:SB850 HD303 TOVRI ; Combiner=ESSB2/23 | ID=30_SB850_300TO
SID:ESSB:30:TRS4Z·ALOLA:SB850 SOVAX SB708 TRS ALOLA ; Combiner=ESSB2/56 | ID=30_TRS4Z_ALOLA
SID:ESSB:30:TRS4Z·TOVRI:SB850 SOVAX SB708 TRS TOVRI ; Combiner=ESSB2/56 | ID=30_TRS4Z_TOVRI
SID:ESSB:12:VFR12·ALVNS:SB30 BJORN KUNGT ALVNS ; Combiner=ESSB3/13 | ID=12_VFR12_ALVNS
SID:ESSB:12:VFR12·BOSON:SB30 BOSON ; Combiner=ESSB3/13 | ID=12_VFR12_BOSON
SID:ESSB:12:VFR12·EDSVN:SB30 EVSVN ; Combiner=ESSB3/13 | ID=12_VFR12_EDSVN
SID:ESSB:12:VFR12·SVAROT:SB30 SVARO ; Combiner=ESSB3/13 | ID=12_VFR12_SVART
SID:ESSB:30:VFR30·ALVNS:SB12 ALVNS ; Combiner=ESSB3/13 | ID=30_VFR30_ALVNS
SID:ESSB:30:VFR30·BOSON:SB12 BOSON ; Combiner=ESSB3/13 | ID=30_VFR30_BOSON
SID:ESSB:30:VFR30·EDSVN:SB12 RINKY EDSVN ; Combiner=ESSB3/13 | ID=30_VFR30_EDSVN
SID:ESSB:30:VFR30·SVAROT:SB12 LAMBD SVARO ; Combiner=ESSB3/13 | ID=30_VFR30_SVART
SID:ESSD:14:NEWKI2B:SD560 NEWKI ; Combiner=ESSD1/5 | ID=14_NEWK2B
SID:ESSD:32:NEWKI1C:SD860 SD730 NEWKI ; Combiner=ESSD1/5 | ID=32_NEWK1C
SID:ESSD:12:VFR·MURBO:ESSD MURBO ; Combiner=ESSD2/13 | ID=12_VFR_MURBO
SID:ESSD:12:VFR·ORNAS:ESSD ORNAS ; Combiner=ESSD2/13 | ID=12_VFR_ORNAS
SID:ESSD:12:VFR·SKEDIV:ESSD SKEDI ; Combiner=ESSD2/13 | ID=12_VFR_SKEDV
SID:ESSD:12:VFR·ULVSNJ:ESSD ULVSN ; Combiner=ESSD2/13 | ID=12_VFR_ULVSJ
SID:ESSD:14:VFR·MURBO:ESSD MURBO ; Combiner=ESSD2/13 | ID=14_VFR_MURBO
SID:ESSD:14:VFR·ORNAS:ESSD ORNAS ; Combiner=ESSD2/13 | ID=14_VFR_ORNAS
SID:ESSD:14:VFR·SKEDIV:ESSD SKEDI ; Combiner=ESSD2/13 | ID=14_VFR_SKEDV
SID:ESSD:14:VFR·ULVSNJ:ESSD ULVSN ; Combiner=ESSD2/13 | ID=14_VFR_ULVSJ
SID:ESSD:30:VFR·MURBO:ESSD MURBO ; Combiner=ESSD2/13 | ID=30_VFR_MURBO
SID:ESSD:30:VFR·ORNAS:ESSD ORNAS ; Combiner=ESSD2/13 | ID=30_VFR_ORNAS
SID:ESSD:30:VFR·SKEDIV:ESSD SKEDI ; Combiner=ESSD2/13 | ID=30_VFR_SKEDV
SID:ESSD:30:VFR·ULVSNJ:ESSD ULVSN ; Combiner=ESSD2/13 | ID=30_VFR_ULVSJ
SID:ESSD:32:VFR·MURBO:ESSD MURBO ; Combiner=ESSD2/13 | ID=32_VFR_MURBO
SID:ESSD:32:VFR·ORNAS:ESSD ORNAS ; Combiner=ESSD2/13 | ID=32_VFR_ORNAS
SID:ESSD:32:VFR·SKEDIV:ESSD SKEDI ; Combiner=ESSD2/13 | ID=32_VFR_SKEDV
SID:ESSD:32:VFR·ULVSNJ:ESSD ULVSN ; Combiner=ESSD2/13 | ID=32_VFR_ULVSJ
SID:ESSL:11:VFR·ALVSDES:ESSL ALVSD ; Combiner=ESSL1/13 | ID=11_VFR_ALVES
SID:ESSL:11:VFR·GISTDA:ESSL GISTD ; Combiner=ESSL1/13 | ID=11_VFR_GISTA
SID:ESSL:11:VFR·HOVTPET:ESSL HOVTP ; Combiner=ESSL1/13 | ID=11_VFR_HOVET
SID:ESSL:11:VFR·LJUNG:ESSL LJUNG ; Combiner=ESSL1/13 | ID=11_VFR_LJUNG
SID:ESSL:11:VFR·OHARG:ESSL OHARG ; Combiner=ESSL1/13 | ID=11_VFR_OHARG
SID:ESSL:11:VFR·SNAVNU:ESSL SNAVN ; Combiner=ESSL1/13 | ID=11_VFR_SNAVU
SID:ESSL:11:VFR·SPETNS:ESSL SPETN ; Combiner=ESSL1/13 | ID=11_VFR_SPETS
SID:ESSL:29:VFR·ALVSDES:ESSL ALVSD ; Combiner=ESSL1/13 | ID=29_VFR_ALVES
SID:ESSL:29:VFR·GISTDA:ESSL GISTD ; Combiner=ESSL1/13 | ID=29_VFR_GISTA
SID:ESSL:29:VFR·HOVTPET:ESSL HOVTP ; Combiner=ESSL1/13 | ID=29_VFR_HOVET
SID:ESSL:29:VFR·LJUNG:ESSL LJUNG ; Combiner=ESSL1/13 | ID=29_VFR_LJUNG
SID:ESSL:29:VFR·OHARG:ESSL OHARG ; Combiner=ESSL1/13 | ID=29_VFR_OHARG
SID:ESSL:29:VFR·SNAVNU:ESSL SNAVN ; Combiner=ESSL1/13 | ID=29_VFR_SNAVU
SID:ESSL:29:VFR·SPETNS:ESSL SPETN ; Combiner=ESSL1/13 | ID=29_VFR_SPETS
SID:ESSP:09:VFR·ABY:ESSP ABY ; Combiner=ESSP1/13 | ID=09_VFR_ABY
SID:ESSP:09:VFR·DOCKNA:ESSP DOCKN ; Combiner=ESSP1/13 | ID=09_VFR_DOCKA
SID:ESSP:09:VFR·KOPROPA:ESSP KOPRO ; Combiner=ESSP1/13 | ID=09_VFR_KOPPA
SID:ESSP:09:VFR·MELBY:ESSP MELBY ; Combiner=ESSP1/13 | ID=09_VFR_MELBY
SID:ESSP:09:VFR·SVARET:ESSP SVARE ; Combiner=ESSP1/13 | ID=09_VFR_SVART
SID:ESSP:11:VFR·ABY:ESSP ABY ; Combiner=ESSP1/13 | ID=11_VFR_ABY
SID:ESSP:11:VFR·DOCKNA:ESSP DOCKN ; Combiner=ESSP1/13 | ID=11_VFR_DOCKA
SID:ESSP:11:VFR·KOPROPA:ESSP KOPRO ; Combiner=ESSP1/13 | ID=11_VFR_KOPPA
SID:ESSP:11:VFR·MELBY:ESSP MELBY ; Combiner=ESSP1/13 | ID=11_VFR_MELBY
SID:ESSP:11:VFR·SVARET:ESSP SVARE ; Combiner=ESSP1/13 | ID=11_VFR_SVART
SID:ESSP:27:VFR·ABY:ESSP ABY ; Combiner=ESSP1/13 | ID=27_VFR_ABY
SID:ESSP:27:VFR·DOCKNA:ESSP DOCKN ; Combiner=ESSP1/13 | ID=27_VFR_DOCKA
SID:ESSP:27:VFR·KOPROPA:ESSP KOPRO ; Combiner=ESSP1/13 | ID=27_VFR_KOPPA
SID:ESSP:27:VFR·MELBY:ESSP MELBY ; Combiner=ESSP1/13 | ID=27_VFR_MELBY
SID:ESSP:27:VFR·SVARET:ESSP SVARE ; Combiner=ESSP1/13 | ID=27_VFR_SVART
SID:ESSP:29:VFR·ABY:ESSP ABY ; Combiner=ESSP1/13 | ID=29_VFR_ABY
SID:ESSP:29:VFR·DOCKNA:ESSP DOCKN ; Combiner=ESSP1/13 | ID=29_VFR_DOCKA
SID:ESSP:29:VFR·KOPROPA:ESSP KOPRO ; Combiner=ESSP1/13 | ID=29_VFR_KOPPA
SID:ESSP:29:VFR·MELBY:ESSP MELBY ; Combiner=ESSP1/13 | ID=29_VFR_MELBY
SID:ESSP:29:VFR·SVARET:ESSP SVARE ; Combiner=ESSP1/13 | ID=29_VFR_SVART
SID:ESSV:03:KINTI3K:SV703 KINTI ; Combiner=ESSV1/5 | ID=03_KINT3K
SID:ESSV:03:ROGMI3K:ROGMI ; Combiner=ESSV1/5 | ID=03_ROGM3K
SID:ESSV:21:GOTAL1L:SV700 SV550 SV451 GOTAL ; Combiner=ESSV1/5 | ID=21_GOTA1L
SID:ESSV:21:ROGMI3L:SV700 SV702 ROGMI ; Combiner=ESSV1/5 | ID=21_ROGM3L
SID:ESSV:21:HANSA6C:D183C HANSA ; Combiner=ESSV1/2 | ID=21_HANS6C
SID:ESSV:21:KINTI3C:D183D KINTI ; Combiner=ESSV1/2 | ID=21_KINT3C
SID:ESSV:03:VFR·ENDRE:ESSV ENDRE ; Combiner=ESSV2/13 | ID=03_VFR_ENDRE
SID:ESSV:03:VFR·KARLO:ESSV KARLO ; Combiner=ESSV2/13 | ID=03_VFR_KARLO
SID:ESSV:03:VFR·LOKREU:ESSV LOKRE ; Combiner=ESSV2/13 | ID=03_VFR_LOKRU
SID:ESSV:03:VFR·TOFTA:ESSV TOFTA ; Combiner=ESSV2/13 | ID=03_VFR_TOFTA
SID:ESSV:10:VFR·ENDRE:ESSV ENDRE ; Combiner=ESSV2/13 | ID=10_VFR_ENDRE
SID:ESSV:10:VFR·KARLO:ESSV KARLO ; Combiner=ESSV2/13 | ID=10_VFR_KARLO
SID:ESSV:10:VFR·LOKREU:ESSV LOKRE ; Combiner=ESSV2/13 | ID=10_VFR_LOKRU
SID:ESSV:10:VFR·TOFTA:ESSV TOFTA ; Combiner=ESSV2/13 | ID=10_VFR_TOFTA
SID:ESSV:21:VFR·ENDRE:ESSV ENDRE ; Combiner=ESSV2/13 | ID=21_VFR_ENDRE
SID:ESSV:21:VFR·KARLO:ESSV KARLO ; Combiner=ESSV2/13 | ID=21_VFR_KARLO
SID:ESSV:21:VFR·LOKREU:ESSV LOKRE ; Combiner=ESSV2/13 | ID=21_VFR_LOKRU
SID:ESSV:21:VFR·TOFTA:ESSV TOFTA ; Combiner=ESSV2/13 | ID=21_VFR_TOFTA
SID:ESSV:28:VFR·ENDRE:ESSV ENDRE ; Combiner=ESSV2/13 | ID=28_VFR_ENDRE
SID:ESSV:28:VFR·KARLO:ESSV KARLO ; Combiner=ESSV2/13 | ID=28_VFR_KARLO
SID:ESSV:28:VFR·LOKREU:ESSV LOKRE ; Combiner=ESSV2/13 | ID=28_VFR_LOKRU
SID:ESSV:28:VFR·TOFTA:ESSV TOFTA ; Combiner=ESSV2/13 | ID=28_VFR_TOFTA
SID:ESTA:14:VFR·FARHTU:ESTA FARHT ; Combiner=ESTA1/13 | ID=14_VFR_FARHU
SID:ESTA:14:VFR·KARUP:ESTA KARUP ; Combiner=ESTA1/13 | ID=14_VFR_KARUP
SID:ESTA:14:VFR·TOROVEK:ESTA TOROV ; Combiner=ESTA1/13 | ID=14_VFR_TOREK
SID:ESTA:14:VFR·VARAVL:ESTA VARAV ; Combiner=ESTA1/13 | ID=14_VFR_VARAL
SID:ESTA:14:VFR·VASTNE:ESTA VASTN ; Combiner=ESTA1/13 | ID=14_VFR_VASTE
SID:ESTA:32:VFR·FARHTU:ESTA FARHT ; Combiner=ESTA1/13 | ID=32_VFR_FARHU
SID:ESTA:32:VFR·KARUP:ESTA KARUP ; Combiner=ESTA1/13 | ID=32_VFR_KARUP
SID:ESTA:32:VFR·TOROVEK:ESTA TOROV ; Combiner=ESTA1/13 | ID=32_VFR_TOREK
SID:ESTA:32:VFR·VARAVL:ESTA VARAV ; Combiner=ESTA1/13 | ID=32_VFR_VARAL
SID:ESTA:32:VFR·VASTNE:ESTA VASTN ; Combiner=ESTA1/13 | ID=32_VFR_VASTE
SID:ESTL:11L:VFR·HYLOALS:ESTL HYLOA ; Combiner=ESTL2/13 | ID=11L_VFR_HYLLS
SID:ESTL:11L:VFR·ROSTA:ESTL ROSTA ; Combiner=ESTL2/13 | ID=11L_VFR_ROSTA
SID:ESTL:11L:VFR·STENDE:ESTL STEND ; Combiner=ESTL2/13 | ID=11L_VFR_STENE
SID:ESTL:11L:VFR·VEDBY:ESTL VEDBY ; Combiner=ESTL2/13 | ID=11L_VFR_VEDBY
SID:ESTL:11R:VFR·HYLOALS:ESTL HYLOA ; Combiner=ESTL2/13 | ID=11R_VFR_HYLLS
SID:ESTL:11R:VFR·ROSTA:ESTL ROSTA ; Combiner=ESTL2/13 | ID=11R_VFR_ROSTA
SID:ESTL:11R:VFR·STENDE:ESTL STEND ; Combiner=ESTL2/13 | ID=11R_VFR_STENE
SID:ESTL:11R:VFR·VEDBY:ESTL VEDBY ; Combiner=ESTL2/13 | ID=11R_VFR_VEDBY
SID:ESTL:29L:VFR·HYLOALS:ESTL HYLOA ; Combiner=ESTL2/13 | ID=29L_VFR_HYLLS
SID:ESTL:29L:VFR·ROSTA:ESTL ROSTA ; Combiner=ESTL2/13 | ID=29L_VFR_ROSTA
SID:ESTL:29L:VFR·STENDE:ESTL STEND ; Combiner=ESTL2/13 | ID=29L_VFR_STENE
SID:ESTL:29L:VFR·VEDBY:ESTL VEDBY ; Combiner=ESTL2/13 | ID=29L_VFR_VEDBY
SID:ESTL:29R:VFR·HYLOALS:ESTL HYLOA ; Combiner=ESTL2/13 | ID=29R_VFR_HYLLS
SID:ESTL:29R:VFR·ROSTA:ESTL ROSTA ; Combiner=ESTL2/13 | ID=29R_VFR_ROSTA
SID:ESTL:29R:VFR·STENDE:ESTL STEND ; Combiner=ESTL2/13 | ID=29R_VFR_STENE
SID:ESTL:29R:VFR·VEDBY:ESTL VEDBY ; Combiner=ESTL2/13 | ID=29R_VFR_VEDBY
